"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.830500120E0,3.336101770E-1,-2.026641369E0,2.050194740E0,2.902045737E0
9.840498886E0,1.828129888E-1,-2.029006004E0,2.066797733E0,2.902057688E0
9.850497619E0,8.305462599E-1,-1.842045307E0,-9.905142784E-1,2.250345871E0
9.860496452E0,7.088826895E-1,-1.559412479E0,1.332497597E-1,1.718149425E0
9.870495285E0,7.376154065E-1,-1.604643345E0,1.142009735E0,2.103126955E0
9.880494085E0,8.797321916E-1,-1.942395210E0,2.092423439E0,2.987484515E0
9.890492985E0,1.120692611E0,-2.106585026E0,2.617338657E0,3.541767080E0
9.900491885E0,8.406042457E-1,-2.023593426E0,2.767118454E0,3.529658679E0
9.910490785E0,4.122996926E-1,-2.023303986E0,2.503252506E0,3.244999717E0
9.920489718E0,3.252655864E-1,-2.105726719E0,2.623287678E0,3.379574079E0
9.930488551E0,3.469643593E-1,-2.132857800E0,2.982831001E0,3.683306591E0
9.940487417E0,5.540796518E-1,-2.253785133E0,3.493393421E0,4.194085035E0
9.950486283E0,8.161394596E-1,-2.262979031E0,3.464220524E0,4.217580058E0
9.960485083E0,8.456096649E-1,-2.194064617E0,2.510338306E0,3.439589171E0
9.970483949E0,1.009839296E0,-2.014373302E0,1.567739964E0,2.745047140E0
9.980482815E0,1.086990356E0,-1.788488865E0,1.431804180E0,2.535804343E0
