"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.574762703E0,-5.229713917E-1,-1.378588200E1,1.874939442E0,1.392262329E1
6.584761503E0,-9.538908005E-1,-1.329152298E1,-1.171663284E0,1.337711799E1
6.594760303E0,-4.663195610E-1,-1.319042397E1,-3.856959820E0,1.375066825E1
6.604759203E0,4.954586029E-1,-1.231061840E1,-7.294692039E0,1.431814711E1
6.614758103E0,1.141103148E0,-1.208625603E1,-1.038114738E1,1.597335037E1
6.624757069E0,9.120395184E-1,-1.161231422E1,-1.307551384E1,1.751133119E1
6.634756035E0,4.369112253E-1,-1.156895638E1,-1.510772705E1,1.903352463E1
6.644754968E0,-8.318915367E-1,-1.150285530E1,-1.604770660E1,1.976199916E1
6.654754001E0,-1.884392977E0,-1.192731285E1,-1.617160034E1,2.018247721E1
6.664753067E0,-3.011780262E0,-1.211383438E1,-1.600327873E1,2.029583046E1
6.674752133E0,-3.642719269E0,-1.218105316E1,-1.568275261E1,2.018901160E1
6.684751199E0,-3.991928101E0,-1.211796570E1,-1.700641823E1,2.126026443E1
6.694750265E0,-3.848475218E0,-1.174339104E1,-1.842242241E1,2.218340916E1
6.704749331E0,-3.379003525E0,-1.151322842E1,-1.830035210E1,2.188321229E1
6.714748431E0,-2.480053902E0,-1.164777946E1,-1.789058685E1,2.149173171E1
6.724747431E0,-1.441099286E0,-1.149127388E1,-1.723545837E1,2.076504678E1
6.734746497E0,-5.558129549E-1,-1.115521240E1,-1.652195740E1,1.994298794E1
6.744745563E0,4.962847233E-1,-1.131088638E1,-1.429179573E1,1.823287894E1
6.754744563E0,5.544530153E-1,-1.124243927E1,-1.235043907E1,1.671027241E1
6.764743629E0,7.148342133E-1,-1.116660118E1,-1.145161533E1,1.601072964E1
6.774742695E0,9.223948717E-1,-1.106921482E1,-1.021168137E1,1.508829896E1
6.784741695E0,1.443051457E0,-1.107499218E1,-8.865189552E0,1.425936307E1
6.794740761E0,1.048818588E0,-1.111177826E1,-8.404492378E0,1.397165447E1
6.804739827E0,4.007539749E-1,-1.156394768E1,-8.430200577E0,1.431620660E1
6.814738893E0,-8.060132265E-1,-1.213415623E1,-7.709753036E0,1.439887831E1
6.824737959E0,-1.657212138E0,-1.285208321E1,-5.476752281E0,1.406830517E1
6.834737025E0,-1.968217611E0,-1.283512974E1,-2.616535425E0,1.324615769E1
6.844736091E0,-6.564642191E-1,-1.275781631E1,2.181627750E0,1.295964205E1
6.854735157E0,3.247263432E-1,-1.197702980E1,8.608497620E0,1.475333594E1
6.864734157E0,2.426195383E0,-1.169593620E1,1.507969284E1,1.923742404E1
6.874733223E0,4.592603207E0,-1.144186878E1,1.970522499E1,2.324444573E1
6.884732256E0,7.009871006E0,-1.209883881E1,2.191371155E1,2.599482537E1
6.894731222E0,7.760833263E0,-1.269750309E1,2.233855057E1,2.684153422E1
6.904730155E0,6.771883011E0,-1.140944481E1,2.767740059E1,3.069319686E1
6.914729021E0,5.430767059E0,-1.165028667E1,2.928390503E1,3.198076772E1
6.924727887E0,5.054777145E0,-1.159139919E1,3.003931999E1,3.259251529E1
6.934726687E0,4.604718685E0,-1.081678200E1,3.166571999E1,3.377756695E1
6.944725487E0,6.334112644E0,-1.031279373E1,3.243624115E1,3.462057824E1
6.954724287E0,7.987983227E0,-9.623968124E0,3.291392517E1,3.521015633E1
6.964723020E0,9.525260925E0,-9.001280785E0,3.242167664E1,3.497025547E1
6.974721686E0,9.885311127E0,-8.784238815E0,3.116658783E1,3.385614308E1
6.984720419E0,8.822427750E0,-8.867127419E0,2.958693695E1,3.212239123E1
6.994719119E0,6.886883736E0,-9.256081581E0,2.670400429E1,2.908965553E1
7.004717785E0,5.363777161E0,-9.720329285E0,2.286335373E1,2.541629105E1
7.014716518E0,4.543833256E0,-1.008025265E1,1.978764915E1,2.266735479E1
7.024715251E0,3.947113037E0,-1.043775558E1,1.637520409E1,1.981599737E1
7.034713917E0,3.500765800E0,-1.069121361E1,1.282974625E1,1.706340524E1
7.044712650E0,3.225070953E0,-1.109067154E1,9.933773041E0,1.523430092E1
7.054711416E0,2.939373970E0,-1.135580444E1,6.847498894E0,1.358243185E1
7.064710182E0,2.212808609E0,-1.160196304E1,4.210813046E0,1.253925895E1
7.074708948E0,1.627979517E0,-1.173911095E1,2.190096855E0,1.205211879E1
7.084707714E0,-3.633785248E-2,-1.177378750E1,-8.027539253E-1,1.180117818E1
7.094706447E0,-1.537876487E0,-1.165682793E1,-3.996433258E0,1.241846126E1
7.104705213E0,-2.809858084E0,-1.162772560E1,-6.840161800E0,1.377995350E1
7.114703913E0,-2.816649437E0,-1.106322670E1,-9.870858192E0,1.509179713E1
7.124702679E0,-2.631509304E0,-1.125287819E1,-1.263694191E1,1.712438056E1
7.134701445E0,-2.767587185E0,-1.100922680E1,-1.421315765E1,1.819001001E1
7.144700145E0,-2.853670359E0,-1.089196587E1,-1.600070190E1,1.956529623E1
7.154698878E0,-2.768479586E0,-1.086703682E1,-1.690965462E1,2.029022887E1
7.164697644E0,-3.057309628E0,-1.054682732E1,-1.774972343E1,2.087188038E1
7.174696410E0,-3.455866337E0,-1.052625942E1,-1.789896393E1,2.105036958E1
7.184695176E0,-3.645069122E0,-1.078226089E1,-1.738520622E1,2.077953499E1
7.194693942E0,-3.733302116E0,-1.068753433E1,-1.603467560E1,1.962834064E1
7.204692708E0,-3.369255781E0,-1.087949181E1,-1.501908970E1,1.884909234E1
7.214691474E0,-2.748922348E0,-1.108603668E1,-1.381925011E1,1.792842595E1
7.224690140E0,-2.301467419E0,-1.119755173E1,-1.305432034E1,1.735215250E1
7.234688940E0,-1.633888245E0,-1.141587639E1,-1.269622517E1,1.715184999E1
7.244687706E0,-9.432744980E-1,-1.168667316E1,-1.197554302E1,1.675952646E1
7.254686406E0,-4.817863703E-1,-1.198349762E1,-1.150778770E1,1.662123675E1
7.264685172E0,-4.404755831E-1,-1.234544754E1,-1.095905781E1,1.651378339E1
7.274683938E0,-8.087723255E-1,-1.286874008E1,-1.030929470E1,1.650878982E1
7.284682604E0,-1.588525057E0,-1.320248413E1,-9.498523712E0,1.634169366E1
7.294681404E0,-2.163379669E0,-1.375292301E1,-8.191401482E0,1.615308519E1
7.304680170E0,-2.843744755E0,-1.385623360E1,-6.118455887E0,1.541160589E1
7.314678936E0,-2.576008320E0,-1.392083549E1,-3.687204361E0,1.462945507E1
7.324677702E0,-1.572993875E0,-1.355473614E1,-1.940984726E-1,1.364708231E1
7.334676468E0,-6.541440487E-1,-1.282337189E1,4.383553505E0,1.356769370E1
7.344675234E0,5.672388077E-1,-1.198310757E1,8.769844055E0,1.486024198E1
7.354673967E0,2.017862797E0,-1.117060852E1,1.276097679E1,1.707913328E1
7.364672633E0,3.205426216E0,-1.025067711E1,1.625600052E1,1.948354925E1
7.374671366E0,4.466027260E0,-1.013000774E1,1.856492996E1,2.161525112E1
7.384670099E0,5.276639462E0,-9.960727692E0,1.933006287E1,2.237655806E1
7.394668799E0,6.538512707E0,-1.000995827E1,2.038786697E1,2.363506997E1
7.404667532E0,6.240855694E0,-9.839684486E0,2.498612595E1,2.756944251E1
7.414666265E0,6.393238068E0,-1.022805786E1,2.706768799E1,2.963353495E1
7.424664998E0,8.354967117E0,-1.143230438E1,2.980832481E1,3.300059526E1
7.434663731E0,1.249222946E1,-1.192771721E1,3.619813919E1,4.010774882E1
7.444662464E0,1.013388252E1,-9.408693314E0,3.801042175E1,4.044763586E1
7.454661230E0,8.821228027E0,-1.078252888E1,3.194280815E1,3.484852917E1
7.464659996E0,8.747386932E0,-1.007201767E1,2.711071014E1,3.021511083E1
7.474658696E0,7.663702488E0,-9.608012199E0,2.628469086E1,2.901605086E1
7.484657462E0,6.867749691E0,-1.011828327E1,2.327396011E1,2.629111754E1
7.494656228E0,6.198233604E0,-1.065659332E1,2.101347351E1,2.436282311E1
7.504654928E0,4.982384682E0,-1.102843094E1,1.891166306E1,2.245220358E1
7.514653694E0,4.331072330E0,-1.174878311E1,1.651661491E1,2.072656895E1
7.524652494E0,3.628324032E0,-1.228151321E1,1.400121689E1,1.897457184E1
7.534651194E0,3.359637260E0,-1.295014954E1,1.156364250E1,1.768364678E1
7.544649960E0,2.635839939E0,-1.344553375E1,8.563068390E0,1.615723276E1
7.554648726E0,2.275592327E0,-1.395798683E1,6.815199375E0,1.569874706E1
7.564647492E0,1.787769794E0,-1.439729881E1,5.010007858E0,1.534856712E1
7.574646258E0,1.147335052E0,-1.477636528E1,3.052704811E0,1.513196469E1
7.584645058E0,-3.183324337E-1,-1.472413063E1,9.256176949E-1,1.475662992E1
7.594643824E0,-1.387427092E0,-1.462500858E1,-2.205895185E0,1.485536279E1
7.604642590E0,-1.810368657E0,-1.427294540E1,-5.461468697E0,1.538902354E1
7.614641290E0,-8.257322311E-1,-1.359273911E1,-7.856228352E0,1.572147302E1
7.624640056E0,3.131827116E-1,-1.300168800E1,-1.092660904E1,1.698625207E1
7.634638822E0,6.250609159E-1,-1.195040894E1,-1.363418293E1,1.814094592E1
7.644637522E0,4.728708267E-1,-1.141536045E1,-1.557006264E1,1.931219593E1
7.654636288E0,-6.169583797E-1,-1.091673565E1,-1.648615646E1,1.978254558E1
7.664635054E0,-1.805724263E0,-1.067940140E1,-1.658600998E1,1.980923980E1
7.674633820E0,-2.725037575E0,-1.048184586E1,-1.650691414E1,1.974267299E1
7.684632620E0,-3.433711529E0,-1.029893589E1,-1.608431435E1,1.940524731E1
7.694631453E0,-3.812310696E0,-1.012982178E1,-1.588888359E1,1.922507799E1
7.704630286E0,-4.001667023E0,-9.887046814E0,-1.578162003E1,1.904800683E1
7.714629186E0,-3.757766962E0,-9.848995209E0,-1.578073788E1,1.897775559E1
7.724628019E0,-3.051146984E0,-9.831943512E0,-1.582469749E1,1.887849734E1
7.734626919E0,-2.310857773E0,-9.921915054E0,-1.586790943E1,1.885669673E1
7.744625785E0,-1.518284798E0,-1.002900887E1,-1.564583492E1,1.864613520E1
7.754624618E0,-4.401825070E-1,-1.045994568E1,-1.490613270E1,1.821529622E1
7.764623484E0,-8.210062981E-2,-1.062171841E1,-1.355786514E1,1.722333736E1
7.774622350E0,4.339748621E-1,-1.107333565E1,-1.226465416E1,1.652963515E1
7.784621150E0,1.170626283E0,-1.162397766E1,-1.064438438E1,1.580475060E1
7.794620016E0,1.614802718E0,-1.210088253E1,-9.247953415E0,1.531546892E1
7.804618882E0,1.602861881E0,-1.258146000E1,-7.730908394E0,1.485359372E1
7.814617748E0,1.499757051E0,-1.317897606E1,-6.041224957E0,1.457501561E1
7.824616614E0,1.247081757E0,-1.407769012E1,-3.377261639E0,1.453074218E1
7.834615480E0,8.598322868E-1,-1.436997509E1,1.346327782E0,1.445849557E1
7.844614346E0,3.482499123E-1,-1.448478317E1,6.859726429E0,1.603078502E1
7.854613212E0,1.048221588E-1,-1.458440113E1,1.085450363E1,1.818064886E1
7.864612012E0,1.869502068E-1,-1.440757179E1,1.562562561E1,2.125495827E1
7.874610878E0,3.801288605E-1,-1.370257854E1,2.010026932E1,2.432952904E1
7.884609744E0,2.366193056E0,-1.338547516E1,2.346994209E1,2.712209425E1
7.894608544E0,3.424969196E0,-1.222950554E1,2.584448242E1,2.879632774E1
7.904607410E0,5.046526909E0,-1.111216640E1,2.637734032E1,2.906392538E1
7.914606276E0,6.174601555E0,-9.542056084E0,2.608498764E1,2.845352560E1
7.924605142E0,6.827578545E0,-7.834894180E0,2.769511414E1,2.958074953E1
7.934604008E0,7.174264431E0,-7.168030739E0,2.600442505E1,2.791201994E1
7.944602874E0,6.457952023E0,-6.698815346E0,2.650414085E1,2.809001164E1
7.954601740E0,5.163233757E0,-6.865969181E0,2.656554031E1,2.792003667E1
7.964600606E0,4.470499039E0,-7.166205406E0,2.635012054E1,2.767071944E1
7.974599406E0,3.726527214E0,-7.356366158E0,2.543405914E1,2.673751097E1
7.984598239E0,2.781225681E0,-7.497081757E0,2.358821487E1,2.490673267E1
7.994597039E0,1.925289154E0,-7.849068642E0,2.075061035E1,2.226886721E1
8.004595772E0,1.115767479E0,-8.372804642E0,1.719999695E1,1.916216819E1
8.014594505E0,-9.794378281E-2,-8.866043091E0,1.335175800E1,1.602765594E1
8.024593238E0,-5.739631653E-1,-9.449199677E0,9.800071716E0,1.362564545E1
8.034591904E0,-6.943986416E-1,-9.996520996E0,7.578245163E0,1.256353538E1
8.044590670E0,-8.270425797E-1,-1.036899757E1,5.202517033E0,1.163040384E1
8.054589403E0,-6.194899082E-1,-1.091281509E1,2.319973469E0,1.117387927E1
8.064588136E0,-1.063577533E0,-1.097780323E1,6.021723747E-1,1.104563138E1
8.074586869E0,-1.421830654E0,-1.099111462E1,-1.506469727E0,1.118461684E1
8.084585635E0,-1.734620094E0,-1.128293133E1,-4.463825226E0,1.225720938E1
8.094584401E0,-2.681054831E0,-1.082213116E1,-7.389517307E0,1.337578199E1
8.104583167E0,-2.510142803E0,-1.106079006E1,-7.022115707E0,1.333986517E1
8.114581867E0,-2.424802065E0,-1.058594418E1,-1.123019791E1,1.562239496E1
8.124580633E0,-3.074525833E0,-1.022753429E1,-1.200552559E1,1.606822366E1
8.134579399E0,-4.117377758E0,-9.692310333E0,-1.170775223E1,1.574690895E1
8.144578099E0,-4.576943874E0,-9.767645836E0,-1.138501740E1,1.568355640E1
8.154576865E0,-4.986616611E0,-9.725703239E0,-1.080528259E1,1.536911776E1
8.164575631E0,-4.357158661E0,-9.401649475E0,-9.056844711E0,1.376235011E1
8.174574397E0,-3.632981062E0,-8.696112633E0,-7.619450569E0,1.211928023E1
8.184573163E0,-2.395890951E0,-8.357254982E0,-6.727325439E0,1.099276634E1
8.194571929E0,-1.726374030E0,-7.745889664E0,-5.485751152E0,9.647416218E0
8.204570695E0,-1.137192607E0,-7.293152809E0,-3.908291817E0,8.352127265E0
8.214569461E0,-8.875955939E-1,-7.157090664E0,-2.966131210E0,7.798057904E0
8.224568161E0,-9.344007373E-1,-7.133936882E0,-1.895385504E0,7.440339131E0
8.234566927E0,-1.089146852E0,-7.066071510E0,-6.996598244E-1,7.183671159E0
8.244565693E0,-1.169770718E0,-6.693217278E0,2.286415100E-1,6.798514396E0
8.254564393E0,-1.419679165E0,-6.287129402E0,7.531509399E-1,6.489277417E0
8.264563159E0,-9.354591370E-1,-5.885322094E0,1.888446331E0,6.251266231E0
8.274561925E0,-9.496707320E-1,-5.895748138E0,2.030638218E0,6.307551996E0
8.284560625E0,-1.039715290E0,-6.220950603E0,2.637164116E0,6.836363717E0
8.294559391E0,1.531555176E0,-6.803727627E0,1.025193882E1,1.239913789E1
8.304558157E0,-5.504772663E-1,-5.842762947E0,1.315772629E1,1.440717409E1
8.314556923E0,5.164144039E-1,-5.271054745E0,1.126658249E1,1.244936074E1
8.324555689E0,-1.106575727E0,-6.325121403E0,9.652999878E0,1.159362227E1
8.334554455E0,-2.687549591E0,-6.403877258E0,7.708118916E0,1.037533922E1
8.344553221E0,-3.933537006E0,-6.286150455E0,7.694027424E0,1.068580642E1
8.354551987E0,-3.616450787E0,-6.690702915E0,7.336179256E0,1.056710688E1
8.364550687E0,-2.795377970E0,-7.288460732E0,7.490692616E0,1.081879262E1
8.374549420E0,-3.003521919E0,-7.766075611E0,8.417367935E0,1.183998130E1
8.384548153E0,-3.628221989E0,-8.004322052E0,9.259429932E0,1.276597857E1
8.394546819E0,-3.516451836E0,-7.702002048E0,9.523891449E0,1.274326400E1
8.404545552E0,-3.248701096E0,-7.899111271E0,9.021084785E0,1.242296214E1
8.414544285E0,-3.630933762E0,-7.930414200E0,8.706598282E0,1.232396052E1
8.424543018E0,-4.004460812E0,-7.880170822E0,8.967681885E0,1.259174797E1
8.434541718E0,-4.067948818E0,-7.786545277E0,9.274724960E0,1.277493710E1
8.444540451E0,-2.236213446E0,-7.533143044E0,8.835006714E0,1.182396881E1
8.454539184E0,-1.131828666E0,-6.999423027E0,8.753785133E0,1.126506605E1
8.464537917E0,-7.394874096E-1,-6.239447594E0,8.166920662E0,1.030418075E1
8.474536583E0,8.305311203E-3,-6.285835266E0,8.406461716E0,1.049668484E1
8.484535316E0,6.126837730E-1,-6.416647911E0,8.049862862E0,1.031256728E1
8.494534082E0,7.809333801E-1,-6.102433205E0,7.676519871E0,9.837606685E0
8.504532782E0,9.032111168E-1,-7.059905052E0,5.274505615E0,8.858806870E0
8.514531548E0,1.030175924E0,-6.382493019E0,4.818839073E0,8.063416744E0
8.524530314E0,-1.679582596E0,-5.273399353E0,3.363276958E0,6.476215742E0
8.534529014E0,-4.208876133E0,-2.873171329E0,4.271189690E0,6.649271626E0
8.544527780E0,-4.335665703E0,-3.448278189E0,3.248147964E0,6.421766482E0
8.554526546E0,-4.620914459E0,-2.150185108E0,4.376547337E0,6.717909871E0
8.564525312E0,-3.350336552E0,-2.782815456E0,2.228719711E0,4.892444014E0
8.574524078E0,-3.215829849E0,-3.517486572E0,2.801393986E0,5.528298262E0
8.584522844E0,-3.241500139E0,-3.944193602E0,2.668656826E0,5.760704434E0
8.594521577E0,-9.929034710E-1,-5.305548668E0,4.642952442E0,7.119811188E0
8.604520343E0,-2.033719063E0,-6.849936008E0,7.124681950E0,1.009052672E1
8.614519043E0,-2.532096148E0,-6.561374187E0,5.452305794E0,8.898920193E0
8.624517809E0,-2.192633152E0,-6.734512806E0,5.668279648E0,9.071421997E0
8.634516575E0,-1.854909778E0,-6.842227936E0,4.963023663E0,8.653807098E0
8.644515275E0,-1.587814331E0,-6.916240692E0,3.751366615E0,8.026723562E0
8.654514041E0,-1.401730061E0,-6.872796535E0,3.550709248E0,7.861788317E0
8.664512774E0,-1.431091547E0,-6.755717278E0,3.582488537E0,7.779586304E0
8.674511574E0,-2.006335258E0,-6.561406136E0,3.416594982E0,7.664890927E0
8.684510307E0,-2.618151188E0,-6.437086582E0,2.967590809E0,7.556281792E0
8.694509073E0,-2.620450258E0,-6.492743492E0,2.534319401E0,7.446156890E0
8.704507839E0,-2.794387341E0,-6.502325058E0,3.075088024E0,7.716540554E0
8.714506605E0,-2.743096352E0,-6.774298668E0,3.107553005E0,7.941825087E0
8.724505338E0,-2.445471764E0,-6.871185780E0,3.225382805E0,7.974748924E0
8.734504171E0,-2.038063526E0,-6.818287373E0,3.717843056E0,8.029016292E0
8.744503037E0,-1.974242687E0,-6.874600410E0,3.750594616E0,8.076182574E0
8.754501937E0,-2.198121071E0,-6.484265327E0,4.269041061E0,8.068590005E0
8.764500903E0,-2.343427181E0,-6.150595188E0,4.328793526E0,7.877812229E0
8.774499903E0,-2.603786469E0,-5.922166824E0,4.374708176E0,7.809598933E0
8.784498869E0,-2.932173967E0,-5.667916298E0,4.042918205E0,7.554343582E0
8.794497835E0,-2.652421951E0,-5.557851315E0,3.726895809E0,7.198250191E0
8.804496901E0,-2.571713209E0,-5.505073547E0,3.270481110E0,6.900405081E0
8.814495967E0,-2.588951826E0,-5.523003101E0,3.213844776E0,6.894565473E0
8.824495033E0,-2.633295536E0,-5.459591866E0,3.180836678E0,6.845371479E0
8.834494066E0,-2.675764561E0,-5.302062511E0,3.424903393E0,6.855767361E0
8.844493132E0,-2.620359421E0,-5.355933666E0,3.480000019E0,6.903818441E0
8.854492198E0,-5.078920841E0,-5.091776848E0,3.556218147E0,8.022986719E0
8.864491198E0,-2.075868130E0,-4.924008369E0,4.620428085E0,7.064236874E0
8.874490264E0,-2.088710070E0,-5.242234230E0,4.846403122E0,7.438504735E0
8.884489330E0,-2.017168760E0,-5.375052929E0,4.913816452E0,7.556835047E0
8.894488363E0,-2.352893829E0,-5.262929916E0,5.079229832E0,7.683301137E0
8.904487429E0,-2.759825230E0,-5.059312344E0,5.263933659E0,7.805272209E0
8.914486495E0,-3.014308929E0,-4.882439613E0,5.352140903E0,7.846635403E0
8.924485561E0,-2.938555002E0,-4.869517803E0,5.198163986E0,7.705077415E0
8.934484627E0,-2.722755432E0,-4.978741646E0,4.954453945E0,7.533118837E0
8.944483693E0,-2.333629608E0,-5.188317299E0,4.710274220E0,7.385874814E0
8.954482759E0,-1.980224848E0,-5.349971294E0,4.529138088E0,7.283994448E0
8.964481859E0,-2.059714794E0,-5.305986404E0,4.426234722E0,7.210233739E0
8.974480859E0,-2.386705875E0,-5.116712570E0,4.547374725E0,7.249533044E0
8.984479959E0,-3.000060558E0,-4.683333874E0,4.536700249E0,7.177438866E0
8.994479025E0,-3.061458588E0,-4.358131409E0,4.595027924E0,7.034210665E0
9.004478025E0,-3.000957012E0,-4.184001446E0,4.625964165E0,6.921788464E0
9.014477091E0,-2.833928347E0,-4.235985279E0,4.701611042E0,6.933964778E0
9.024476124E0,-2.745192289E0,-4.233386517E0,4.633414745E0,6.850268192E0
9.034475090E0,-2.398874283E0,-4.305773735E0,4.858568192E0,6.920980433E0
9.044474056E0,-2.566953897E0,-4.344278336E0,4.931314468E0,7.055485026E0
9.054472922E0,-2.708132267E0,-4.391359806E0,5.086274147E0,7.244874465E0
9.064471788E0,-2.836272001E0,-4.475906372E0,5.154994965E0,7.392709233E0
9.074470621E0,-2.746076584E0,-4.537603378E0,5.146901608E0,7.390627658E0
9.084469421E0,-2.609406233E0,-4.612023354E0,5.130663872E0,7.375870936E0
9.094468254E0,-2.426595688E0,-4.708912373E0,5.111620903E0,7.361446232E0
9.104466987E0,-2.430916071E0,-4.772189140E0,5.136386395E0,7.420620414E0
9.114465653E0,-2.857553244E0,-4.793682098E0,4.908949375E0,7.432548861E0
9.124464386E0,-2.892508507E0,-4.618577480E0,5.110042572E0,7.470635749E0
9.134463152E0,-2.666156054E0,-4.569365025E0,5.353157520E0,7.526206233E0
9.144461818E0,-2.119626999E0,-4.741556644E0,4.962083817E0,7.183136768E0
9.154460551E0,-2.159044743E0,-4.803832054E0,5.383285522E0,7.531138003E0
9.164459284E0,-2.496893883E0,-4.708299637E0,5.381116867E0,7.573571368E0
9.174457984E0,-2.472931862E0,-4.660767555E0,5.282653809E0,7.466229132E0
9.184456717E0,-2.183607578E0,-4.592567444E0,5.084510326E0,7.191110001E0
9.194455450E0,-2.041297674E0,-4.562848091E0,4.921815872E0,7.015037447E0
9.204454183E0,-2.064523220E0,-4.694159985E0,4.802415848E0,7.025709364E0
9.214452949E0,-2.166116714E0,-4.814815521E0,4.902348042E0,7.204687810E0
9.224451649E0,-2.303037167E0,-4.848372936E0,4.994657040E0,7.331936938E0
9.234450415E0,-2.423875332E0,-4.864865780E0,5.048872471E0,7.418436756E0
9.244449181E0,-2.499988079E0,-5.030579090E0,5.171257496E0,7.635350055E0
9.254447881E0,-2.353937149E0,-5.080945969E0,4.970031261E0,7.487205271E0
9.264446647E0,-2.114486456E0,-5.108072758E0,5.007256031E0,7.458959259E0
9.274445413E0,-1.905351162E0,-5.162129879E0,5.060897827E0,7.476003930E0
9.284444113E0,-1.709451437E0,-5.219442844E0,5.146943092E0,7.527006777E0
9.294442879E0,-1.684937716E0,-5.249438286E0,5.052396774E0,7.478123467E0
9.304441645E0,-1.726282120E0,-5.283481598E0,4.947620392E0,7.441382620E0
9.314440411E0,-1.781516552E0,-5.256062984E0,4.816858768E0,7.348614000E0
9.324439177E0,-1.774275303E0,-5.191839218E0,4.698678017E0,7.223629449E0
9.334437943E0,-1.701840401E0,-5.179002285E0,4.839695930E0,7.289786150E0
9.344436709E0,-1.625924349E0,-5.146534920E0,5.044963360E0,7.387970423E0
9.354435475E0,-1.714138746E0,-5.195555210E0,5.199615479E0,7.547719305E0
9.364434175E0,-1.940901041E0,-5.193477631E0,5.155135155E0,7.570648930E0
9.374432941E0,-2.095306635E0,-5.073678017E0,5.061760902E0,7.466856229E0
9.384431707E0,-2.224190474E0,-4.991915703E0,4.898787498E0,7.339234606E0
9.394430407E0,-2.089693546E0,-4.897042751E0,4.813557625E0,7.177616863E0
9.404429173E0,-2.128092051E0,-4.881710052E0,4.857491970E0,7.207988419E0
9.414427939E0,-2.061791420E0,-4.901049137E0,4.925577641E0,7.247936368E0
9.424426705E0,-2.045172453E0,-4.905333519E0,4.996880054E0,7.294781530E0
9.434425471E0,-1.994612575E0,-4.960151672E0,4.884198189E0,7.241337990E0
9.444424237E0,-1.960962534E0,-4.958250999E0,4.698857784E0,7.106960779E0
9.454423003E0,-1.817196846E0,-4.957205296E0,4.479353905E0,6.923922308E0
9.464421736E0,-1.708711386E0,-4.970783710E0,4.473221779E0,6.902035814E0
9.474420469E0,-1.725183725E0,-5.012425900E0,4.510493279E0,6.960260189E0
9.484419235E0,-1.832946897E0,-5.009872437E0,4.619056225E0,7.056500306E0
9.494418001E0,-1.846179724E0,-4.984321117E0,4.698062897E0,7.093915108E0
9.504416701E0,-1.780712008E0,-4.993783474E0,4.745354176E0,7.115278975E0
9.514415434E0,-1.698167324E0,-5.062889099E0,4.785933495E0,7.170897971E0
9.524414134E0,-1.756721139E0,-5.115967274E0,4.770500660E0,7.212271962E0
9.534412800E0,-1.804327607E0,-5.122470379E0,4.790639877E0,7.241928702E0
9.544411533E0,-1.770066738E0,-5.118256092E0,4.805885792E0,7.240595274E0
9.554410266E0,-1.702745318E0,-5.110236168E0,4.775314808E0,7.198436415E0
9.564408999E0,-1.630377769E0,-5.122302055E0,4.696208477E0,7.137960779E0
9.574407732E0,-1.662101626E0,-5.127770901E0,4.782959461E0,7.206477464E0
9.584406465E0,-1.833039761E0,-5.068881512E0,4.819231987E0,7.230393591E0
9.594405198E0,-1.829189181E0,-4.971529484E0,4.886379242E0,7.206853722E0
9.604403931E0,-1.794957757E0,-4.921719551E0,4.730526924E0,7.058546711E0
9.614402631E0,-1.830868125E0,-4.888511658E0,4.581831455E0,6.945703982E0
9.624401364E0,-1.862502217E0,-4.874044895E0,4.557091236E0,6.927648135E0
9.634400130E0,-1.822788477E0,-4.935252190E0,4.631359100E0,7.009191046E0
9.644398830E0,-1.853400111E0,-4.949871063E0,4.610539436E0,7.013799926E0
9.654397596E0,-1.874548435E0,-4.992878914E0,4.613098621E0,7.051485700E0
9.664396362E0,-1.829650760E0,-5.021184921E0,4.522066593E0,7.000643270E0
9.674395128E0,-1.807119012E0,-5.025610924E0,4.563160896E0,7.024591208E0
9.684393861E0,-1.867980957E0,-5.001333237E0,4.616176128E0,7.057745323E0
9.694392627E0,-1.886689186E0,-4.965701580E0,4.655520439E0,7.063402780E0
9.704391393E0,-1.842414021E0,-4.998241425E0,4.610532284E0,7.045134115E0
9.714390159E0,-1.803204417E0,-5.024837494E0,4.460209846E0,6.956580330E0
9.724388859E0,-1.823949337E0,-5.071428299E0,4.256409168E0,6.867546518E0
9.734387625E0,-1.841852903E0,-5.079635620E0,3.932641506E0,6.682872838E0
9.744386391E0,-1.724369764E0,-4.661957264E0,3.308727741E0,5.971178768E0
9.754385057E0,-1.630720615E0,-4.302606583E0,3.024879456E0,5.506502415E0
9.764383857E0,-1.654541016E0,-4.323326588E0,3.284507275E0,5.675971000E0
9.774382590E0,-1.709207058E0,-4.325305462E0,3.348041058E0,5.730535318E0
9.784381290E0,-1.667888403E0,-4.322222710E0,3.471595287E0,5.789251654E0
9.794380056E0,-1.610453010E0,-4.347855091E0,3.509658337E0,5.815075617E0
9.804378822E0,-1.562524199E0,-4.407728195E0,3.585169792E0,5.892621841E0
9.814377588E0,-1.565726280E0,-4.397409916E0,3.572105885E0,5.877810239E0
9.824376421E0,-1.623921871E0,-4.470656395E0,4.012060165E0,6.222581266E0
9.834375254E0,-1.553543448E0,-4.410599709E0,3.961555004E0,6.128687061E0
9.844374054E0,-1.462147713E0,-4.360216618E0,3.757209778E0,5.938517509E0
9.854372954E0,-1.396396756E0,-4.368752480E0,3.390232563E0,5.703472535E0
9.864371787E0,-1.367611885E0,-4.364872932E0,3.077756405E0,5.513171725E0
